method,k,traffic,ir,seed,avg_lat,net_lat,flit_lat,accepted_pkt_rate,accepted_flit_rate,status
DyAD,16,hotspot,0.08,17,962.021,667.021,578.489,0.000189,0.003895,ok
DyAD,16,transpose,0.01,42,271.449,204.217,149.289,0.006436,0.130727,ok
DyAD,16,transpose,0.01,1337,254.948,195.883,142.455,0.006527,0.132416,ok
DyAD,16,transpose,0.01,2024,270.639,204.431,150.055,0.006535,0.132801,ok
DyAD,16,transpose,0.005,42,127.305,119.274,87.442,0.004789,0.096402,ok
DyAD,16,transpose,0.01,314,257.0,198.769,145.22,0.0066,0.133795,ok
DyAD,16,transpose,0.01,17,262.29,201.091,146.465,0.006473,0.131395,ok
DyAD,16,transpose,0.005,1337,140.037,125.8,90.6737,0.004784,0.096303,ok
DyAD,16,transpose,0.02,42,456.527,231.556,170.725,0.007354,0.149377,ok
DyAD,16,transpose,0.005,314,140.225,125.502,91.6608,0.004789,0.09645,ok
DyAD,16,transpose,0.005,17,133.862,119.674,94.3981,0.004746,0.095518,ok
DyAD,16,transpose,0.02,1337,448.853,233.86,171.996,0.007379,0.150062,ok
DyAD,16,transpose,0.005,2024,155.743,132.938,100.253,0.004682,0.094321,ok
DyAD,16,transpose,0.02,2024,459.097,231.184,169.71,0.007418,0.150439,ok
DyAD,16,transpose,0.02,314,440.572,232.073,171.21,0.007414,0.150693,ok
DyAD,16,transpose,0.04,42,551.074,206.958,150.342,0.008795,0.178244,ok
DyAD,16,transpose,0.02,17,459.243,232.405,170.155,0.007357,0.149457,ok
DyAD,16,transpose,0.04,1337,552.032,208.578,152.104,0.008627,0.175039,ok
DyAD,16,transpose,0.04,2024,553.141,207.556,150.828,0.008807,0.178414,ok
MinAdapt,4,uniform,0.005,42,39.6645,38.8786,18.4889,0.004891,0.097812,ok
DyAD,16,transpose,0.04,314,565.653,212.143,153.927,0.008629,0.174779,ok
MinAdapt,4,uniform,0.005,1337,39.1726,38.3257,18.053,0.004797,0.096312,ok
MinAdapt,4,uniform,0.005,2024,40.5261,39.8203,18.9603,0.004781,0.095922,ok
MinAdapt,4,uniform,0.005,314,37.8281,36.9,17.145,0.005,0.100609,ok
MinAdapt,4,uniform,0.005,17,39.9967,38.9412,18.6821,0.004781,0.095969,ok
MinAdapt,4,uniform,0.01,42,44.285,41.7246,19.9669,0.009687,0.194391,ok
MinAdapt,4,uniform,0.01,1337,44.1258,41.7042,19.9713,0.009562,0.191609,ok
DyAD,16,transpose,0.04,17,557.625,207.995,151.086,0.008766,0.177439,ok
MinAdapt,4,uniform,0.01,2024,44.4975,42.0671,20.3039,0.009531,0.191625,ok
MinAdapt,4,uniform,0.01,314,45.7558,42.9145,20.3409,0.010031,0.201172,ok
MinAdapt,4,uniform,0.01,17,45.2504,42.7884,20.6437,0.009672,0.193484,ok
MinAdapt,4,uniform,0.02,42,68.2348,54.5549,27.8118,0.019688,0.395516,ok
MinAdapt,4,uniform,0.02,1337,63.1554,53.1245,26.7845,0.019156,0.384328,ok
MinAdapt,4,uniform,0.02,2024,70.3346,57.2794,29.3177,0.020047,0.402781,ok
MinAdapt,4,uniform,0.02,314,69.1492,55.2213,28.2636,0.019359,0.388656,ok
MinAdapt,4,uniform,0.02,17,70.5328,56.5775,28.9657,0.019203,0.385609,ok
MinAdapt,4,uniform,0.04,42,487.935,80.9062,45.0332,0.03,0.6045,ok
MinAdapt,4,uniform,0.04,1337,461.762,79.2342,43.0139,0.030562,0.616875,ok
MinAdapt,4,uniform,0.04,2024,514.587,82.7342,45.9907,0.030219,0.608781,ok
MinAdapt,4,uniform,0.04,314,558.104,79.3465,43.2974,0.029719,0.597094,ok
MinAdapt,4,uniform,0.08,42,643.374,77.1564,41.5568,0.030562,0.618906,ok
MinAdapt,4,uniform,0.04,17,487.383,79.8272,43.9712,0.030297,0.609594,ok
MinAdapt,4,uniform,0.08,1337,628.615,78.9349,43.0682,0.031187,0.632812,ok
MinAdapt,4,uniform,0.08,2024,639.043,84.3607,48.3282,0.029719,0.602531,ok
MinAdapt,4,hotspot,0.005,42,469.274,354.152,273.493,0.003078,0.061953,ok
MinAdapt,4,hotspot,0.005,1337,320.724,274.99,214.695,0.003063,0.062,ok
MinAdapt,4,uniform,0.08,314,649.64,81.649,44.9835,0.030094,0.610187,ok
MinAdapt,4,uniform,0.08,17,615.518,79.399,43.0599,0.030312,0.614156,ok
MinAdapt,4,hotspot,0.005,314,362.691,310.134,237.902,0.003031,0.061969,ok
MinAdapt,4,hotspot,0.005,2024,396.949,312.949,243.712,0.003094,0.062156,ok
DyAD,16,transpose,0.08,1337,719.819,197.736,143.066,0.00934,0.189479,ok
MinAdapt,4,hotspot,0.01,1337,597.495,403.361,315.555,0.003031,0.062,ok
MinAdapt,4,hotspot,0.01,42,561.729,403.781,315.695,0.003,0.061937,ok
MinAdapt,4,hotspot,0.01,2024,584.351,403.701,318.903,0.003031,0.062156,ok
MinAdapt,4,hotspot,0.005,17,421.163,325.592,250.769,0.003063,0.062141,ok
MinAdapt,4,hotspot,0.01,314,582.408,354.286,280.574,0.003063,0.062,ok
MinAdapt,4,hotspot,0.01,17,568.33,398.928,312.268,0.003031,0.061906,ok
DyAD,16,transpose,0.08,42,731.128,197.742,142.608,0.009398,0.190111,ok
MinAdapt,4,hotspot,0.02,1337,801.505,431.351,340.069,0.003031,0.06225,ok
MinAdapt,4,hotspot,0.02,42,746.557,429.845,335.759,0.003031,0.062,ok
MinAdapt,4,hotspot,0.02,2024,743.062,433.784,342.966,0.003031,0.062062,ok
MinAdapt,4,hotspot,0.02,314,772.388,437.969,342.87,0.003063,0.062,ok
MinAdapt,4,hotspot,0.02,17,750.567,414.278,314.915,0.003031,0.061906,ok
MinAdapt,4,hotspot,0.04,42,895.794,444.237,340.037,0.003031,0.062,ok
MinAdapt,4,hotspot,0.04,2024,895.398,423.327,335.831,0.003063,0.062062,ok
MinAdapt,4,hotspot,0.04,314,860.062,446.918,348.792,0.003031,0.061906,ok
MinAdapt,4,hotspot,0.04,17,895.268,430.742,333.883,0.003031,0.062,ok
MinAdapt,4,hotspot,0.04,1337,896.52,418.827,323.12,0.003063,0.062312,ok
MinAdapt,4,hotspot,0.08,42,968.898,445.541,351.486,0.003063,0.061906,ok
MinAdapt,4,hotspot,0.08,2024,945.561,431.847,334.557,0.003063,0.06225,ok
MinAdapt,4,hotspot,0.08,314,947.845,433.505,349.73,0.003031,0.06225,ok
MinAdapt,4,hotspot,0.08,17,947.66,451.412,354.283,0.003031,0.062312,ok
MinAdapt,4,hotspot,0.08,1337,966.061,409.899,318.664,0.003094,0.062312,ok
MinAdapt,4,transpose,0.005,42,38.4249,37.361,17.2731,0.004891,0.098078,ok
MinAdapt,4,transpose,0.005,314,37.6384,36.6069,16.9821,0.004969,0.100437,ok
MinAdapt,4,transpose,0.005,1337,38.2712,37.5392,17.3987,0.004781,0.096312,ok
MinAdapt,4,transpose,0.005,2024,37.6536,36.7647,16.72,0.004781,0.095906,ok
MinAdapt,4,transpose,0.005,17,39.0098,37.9183,17.3854,0.004781,0.095953,ok
MinAdapt,4,transpose,0.01,42,47.0419,43.0709,20.1451,0.009703,0.195125,ok
MinAdapt,4,transpose,0.01,1337,44.571,42.0848,19.7665,0.009578,0.191812,ok
MinAdapt,4,transpose,0.01,314,43.819,41.3463,19.3093,0.01,0.201266,ok
MinAdapt,4,transpose,0.01,17,45.8317,42.623,20.0347,0.009656,0.193438,ok
MinAdapt,4,transpose,0.01,2024,43.3974,41.0,18.9798,0.009594,0.192188,ok
DyAD,16,transpose,0.08,2024,719.244,198.408,143.08,0.009391,0.190164,ok
MinAdapt,4,transpose,0.02,1337,240.217,74.4221,38.2092,0.017812,0.357953,ok
MinAdapt,4,transpose,0.02,17,211.903,73.5974,37.5605,0.017953,0.360438,ok
MinAdapt,4,transpose,0.02,42,205.178,75.246,38.2329,0.018437,0.371141,ok
MinAdapt,4,transpose,0.02,2024,281.171,77.7477,38.8436,0.018484,0.37175,ok
MinAdapt,4,transpose,0.02,314,269.388,76.0405,39.0639,0.017969,0.361438,ok
DyAD,16,transpose,0.08,314,711.404,198.086,143.752,0.009354,0.189787,ok
MinAdapt,4,transpose,0.08,42,539.825,62.0877,30.3454,0.030281,0.612219,ok
MinAdapt,4,transpose,0.04,42,458.829,66.5608,33.5509,0.02725,0.548188,ok
MinAdapt,4,transpose,0.04,2024,486.081,67.2264,33.7085,0.026781,0.537844,ok
MinAdapt,4,transpose,0.04,1337,457.705,67.1115,33.8821,0.027047,0.544,ok
MinAdapt,4,transpose,0.04,314,517.65,69.1023,35.0495,0.025953,0.522312,ok
MinAdapt,4,transpose,0.04,17,487.175,67.0618,33.751,0.026812,0.538875,ok
MinAdapt,4,transpose,0.08,1337,543.437,62.4115,30.6574,0.030375,0.612844,ok
MinAdapt,4,transpose,0.08,2024,526.052,62.9928,31.3326,0.030281,0.612031,ok
MinAdapt,4,transpose,0.08,314,532.437,62.9558,31.205,0.030375,0.613156,ok
MinAdapt,4,transpose,0.08,17,547.488,62.2812,30.4641,0.030344,0.611688,ok
DyAD,16,transpose,0.08,17,714.477,199.718,145.026,0.009406,0.190467,ok
MinAdapt,8,uniform,0.005,314,57.7257,56.4134,34.6097,0.004941,0.099051,ok
MinAdapt,8,uniform,0.005,1337,57.7774,56.1769,34.4918,0.004875,0.097672,ok
MinAdapt,8,uniform,0.005,42,57.9225,56.6489,35.0107,0.004836,0.097125,ok
MinAdapt,8,uniform,0.005,2024,56.296,55.25,33.8731,0.004836,0.097121,ok
MinAdapt,8,uniform,0.005,17,56.3,55.1225,33.9095,0.004687,0.094008,ok
MinAdapt,8,uniform,0.01,1337,78.0457,73.6296,47.9259,0.009477,0.190109,ok
MinAdapt,8,uniform,0.01,42,86.1895,79.5726,53.2734,0.009785,0.196645,ok
MinAdapt,8,uniform,0.01,17,77.6373,72.3295,46.5895,0.009516,0.191121,ok
MinAdapt,8,uniform,0.01,2024,83.2286,77.2274,50.5193,0.009848,0.197773,ok
MinAdapt,8,uniform,0.01,314,81.264,76.1867,50.2998,0.00982,0.19716,ok
MinAdapt,8,uniform,0.04,42,529.35,144.147,102.411,0.017695,0.360117,ok
MinAdapt,8,uniform,0.04,1337,545.373,150.664,107.013,0.017414,0.353336,ok
MinAdapt,8,uniform,0.02,2024,366.392,147.127,105.314,0.016781,0.337566,ok
MinAdapt,8,uniform,0.04,2024,539.779,150.698,106.794,0.017844,0.361641,ok
MinAdapt,8,uniform,0.02,42,348.878,146.286,104.07,0.016703,0.336172,ok
MinAdapt,8,uniform,0.02,1337,296.043,137.769,97.7557,0.016894,0.339547,ok
MinAdapt,8,uniform,0.08,1337,757.986,146.284,102.413,0.017727,0.3595,ok
MinAdapt,8,uniform,0.04,17,552.093,151.192,107.311,0.017297,0.351242,ok
MinAdapt,8,uniform,0.02,314,307.874,142.981,101.853,0.017086,0.343434,ok
MinAdapt,8,uniform,0.04,314,570.912,154.055,109.165,0.017031,0.345164,ok
MinAdapt,8,uniform,0.08,42,774.506,153.017,109.38,0.018109,0.367148,ok
MinAdapt,8,uniform,0.08,2024,777.758,150.039,106.193,0.017687,0.358812,ok
MinAdapt,8,hotspot,0.005,1337,522.316,439.612,354.394,0.000766,0.015461,ok
MinAdapt,8,hotspot,0.005,42,585.361,496.608,411.8,0.000758,0.015531,ok
MinAdapt,8,hotspot,0.005,2024,582.276,516.265,429.96,0.000766,0.015445,ok
MinAdapt,8,hotspot,0.005,17,478.845,397.01,314.87,0.000758,0.015445,ok
MinAdapt,8,hotspot,0.005,314,517.536,463.278,377.675,0.000758,0.0155,ok
MinAdapt,8,hotspot,0.01,42,638.729,442.25,365.063,0.00075,0.015531,ok
MinAdapt,8,hotspot,0.01,1337,712.536,559.794,476.985,0.000758,0.015508,ok
MinAdapt,8,hotspot,0.01,2024,674.26,512.552,438.81,0.00075,0.015453,ok
MinAdapt,8,uniform,0.08,314,786.371,151.064,106.817,0.01793,0.363445,ok
MinAdapt,8,hotspot,0.01,17,724.479,516.698,407.917,0.00075,0.015469,ok
MinAdapt,8,hotspot,0.01,314,772.229,556.583,468.316,0.00075,0.015461,ok
MinAdapt,8,hotspot,0.02,314,852.724,573.551,458.449,0.000766,0.015477,ok
MinAdapt,8,hotspot,0.02,42,889.062,613.041,499.269,0.000758,0.015305,ok
MinAdapt,8,hotspot,0.02,17,804.722,566.32,453.606,0.000758,0.015445,ok
MinAdapt,8,hotspot,0.02,2024,820.227,501.103,414.462,0.000758,0.015508,ok
MinAdapt,8,hotspot,0.04,42,913.474,524.412,452.078,0.000758,0.015531,ok
MinAdapt,8,uniform,0.02,17,303.361,142.058,100.777,0.017148,0.344938,ok
MinAdapt,8,hotspot,0.02,1337,857.551,546.173,445.963,0.000766,0.015578,ok
MinAdapt,8,uniform,0.08,17,739.684,148.648,105.093,0.017328,0.351516,ok
MinAdapt,8,hotspot,0.04,1337,934.845,557.474,459.81,0.000758,0.015578,ok
MinAdapt,8,hotspot,0.04,2024,936.454,548.474,473.016,0.000758,0.015516,ok
MinAdapt,8,hotspot,0.04,314,888.265,569.378,466.046,0.000766,0.015555,ok
MinAdapt,8,hotspot,0.08,42,980.582,541.765,443.706,0.000766,0.015531,ok
MinAdapt,8,hotspot,0.04,17,948.816,601.0,496.139,0.000766,0.015453,ok
MinAdapt,8,hotspot,0.08,2024,970.765,555.378,452.726,0.000766,0.015531,ok
MinAdapt,8,hotspot,0.08,314,977.561,634.031,517.55,0.000766,0.015523,ok
MinAdapt,8,hotspot,0.08,1337,972.842,555.411,458.04,0.000742,0.01525,ok
MinAdapt,8,hotspot,0.08,17,959.381,590.546,487.05,0.000758,0.015578,ok
MinAdapt,8,transpose,0.005,314,68.2254,65.9175,40.3532,0.004922,0.098949,ok
MinAdapt,8,transpose,0.005,17,71.5441,66.3186,40.8913,0.004695,0.094102,ok
MinAdapt,8,transpose,0.005,1337,63.8501,62.1732,37.3852,0.004844,0.097344,ok
MinAdapt,8,transpose,0.005,42,61.479,60.059,35.6462,0.004836,0.09698,ok
MinAdapt,8,transpose,0.005,2024,63.9749,62.4773,37.7938,0.004816,0.096824,ok
MinAdapt,8,transpose,0.01,42,221.29,132.028,87.557,0.008715,0.175367,ok
MinAdapt,8,transpose,0.01,1337,176.462,120.748,79.5114,0.00875,0.175926,ok
MinAdapt,8,transpose,0.02,42,278.486,126.061,80.0029,0.011727,0.237922,ok
MinAdapt,8,transpose,0.02,1337,285.48,132.663,85.5451,0.01157,0.235187,ok
MinAdapt,8,transpose,0.02,2024,287.263,126.374,80.0569,0.011805,0.238711,ok
MinAdapt,8,transpose,0.01,17,233.641,130.548,86.9258,0.008465,0.17027,ok
MinAdapt,8,transpose,0.02,314,294.87,129.576,82.9304,0.011547,0.234609,ok
MinAdapt,8,transpose,0.01,2024,212.175,128.891,85.4232,0.008812,0.177063,ok
MinAdapt,8,transpose,0.04,1337,416.728,116.131,72.3777,0.015016,0.303805,ok
MinAdapt,8,transpose,0.01,314,197.63,122.324,80.7668,0.008801,0.177313,ok
MinAdapt,8,transpose,0.04,42,403.379,113.347,69.7129,0.015305,0.3095,ok
MinAdapt,8,transpose,0.02,17,270.855,126.179,80.3281,0.011719,0.237352,ok
MinAdapt,8,transpose,0.04,2024,423.904,113.467,70.0042,0.01507,0.305063,ok
MinAdapt,8,transpose,0.04,17,402.321,115.421,71.2579,0.015305,0.309461,ok
MinAdapt,8,transpose,0.04,314,406.165,117.33,73.0822,0.015133,0.306453,ok
MinAdapt,8,transpose,0.08,42,647.354,108.831,67.2453,0.016625,0.336297,ok
MinAdapt,8,transpose,0.08,2024,639.636,105.513,63.9547,0.016695,0.337531,ok
MinAdapt,8,transpose,0.08,1337,628.865,107.854,66.2228,0.016672,0.337602,ok
MinAdapt,8,transpose,0.08,17,630.51,107.849,66.2981,0.016703,0.337625,ok
MinAdapt,8,transpose,0.08,314,630.493,106.984,65.2903,0.016672,0.337219,ok
MinAdapt,16,uniform,0.005,42,121.192,118.653,94.389,0.004832,0.097083,ok
MinAdapt,16,uniform,0.005,1337,115.86,114.015,90.1291,0.004843,0.097198,ok
MinAdapt,16,uniform,0.005,17,117.233,115.271,90.9833,0.004813,0.096625,ok
MinAdapt,16,uniform,0.005,314,117.638,115.256,90.8902,0.004835,0.097142,ok
MinAdapt,16,uniform,0.005,2024,115.663,112.85,90.0571,0.004755,0.095386,ok
MinAdapt,16,uniform,0.02,42,459.587,248.774,194.719,0.008262,0.167143,ok
MinAdapt,16,uniform,0.02,1337,437.663,243.2,190.607,0.008186,0.16593,ok
MinAdapt,16,uniform,0.02,2024,480.897,255.645,202.128,0.008365,0.169236,ok
MinAdapt,16,uniform,0.01,42,303.248,219.654,176.863,0.0083,0.166871,ok
MinAdapt,16,uniform,0.01,2024,291.79,215.919,172.92,0.008448,0.170059,ok
MinAdapt,16,uniform,0.01,1337,288.024,214.806,172.52,0.008339,0.167868,ok
MinAdapt,16,uniform,0.01,314,315.327,221.324,177.109,0.008384,0.168875,ok
MinAdapt,16,uniform,0.01,17,306.589,217.473,174.739,0.008281,0.166628,ok
MinAdapt,16,uniform,0.02,314,448.025,240.629,188.303,0.008201,0.166199,ok
MinAdapt,16,uniform,0.02,17,440.577,242.357,191.548,0.008256,0.167701,ok
MinAdapt,16,uniform,0.04,42,720.689,255.878,200.871,0.008484,0.172049,ok
MinAdapt,16,uniform,0.04,1337,713.912,247.635,192.206,0.008484,0.171699,ok
MinAdapt,16,uniform,0.04,2024,711.123,254.367,199.001,0.008391,0.169924,ok
MinAdapt,16,uniform,0.04,314,702.449,248.865,193.601,0.008541,0.173004,ok
MinAdapt,16,hotspot,0.005,1337,694.753,636.052,548.306,0.000189,0.003861,ok
MinAdapt,16,hotspot,0.005,42,645.582,566.541,480.611,0.000191,0.003887,ok
MinAdapt,16,hotspot,0.005,2024,658.156,584.615,503.114,0.000188,0.003859,ok
MinAdapt,16,hotspot,0.005,314,676.103,610.763,517.685,0.000189,0.003873,ok
MinAdapt,16,hotspot,0.005,17,677.856,577.711,496.12,0.000189,0.003852,ok
MinAdapt,16,hotspot,0.01,42,809.051,621.667,521.367,0.000193,0.003887,ok
MinAdapt,16,uniform,0.04,17,714.871,252.318,197.565,0.008656,0.175146,ok
MinAdapt,16,uniform,0.08,42,857.298,248.509,194.235,0.008496,0.171895,ok
MinAdapt,16,hotspot,0.01,1337,755.773,627.804,528.051,0.000189,0.003865,ok
MinAdapt,16,hotspot,0.01,2024,809.378,605.806,512.775,0.000191,0.003877,ok
MinAdapt,16,hotspot,0.01,17,745.959,539.907,441.978,0.000189,0.003885,ok
MinAdapt,16,uniform,0.08,1337,854.919,252.057,197.508,0.008357,0.169193,ok
MinAdapt,16,uniform,0.08,2024,856.544,252.013,197.85,0.008557,0.173135,ok
MinAdapt,16,hotspot,0.01,314,763.728,620.946,533.791,0.00018,0.00373,ok
MinAdapt,16,uniform,0.08,314,857.309,244.632,191.178,0.008568,0.173717,ok
MinAdapt,16,hotspot,0.02,42,926.061,670.848,562.813,0.000193,0.003887,ok
MinAdapt,16,uniform,0.08,17,853.909,251.987,197.573,0.008414,0.170211,ok
MinAdapt,16,hotspot,0.02,1337,868.229,598.979,494.653,0.000188,0.003871,ok
MinAdapt,16,hotspot,0.02,2024,886.505,613.835,524.836,0.000189,0.003877,ok
MinAdapt,16,hotspot,0.02,314,846.052,589.619,498.687,0.000189,0.003871,ok
MinAdapt,16,hotspot,0.02,17,858.887,618.443,527.159,0.000189,0.003893,ok
MinAdapt,16,hotspot,0.04,42,891.979,610.104,527.722,0.000188,0.003889,ok
MinAdapt,16,hotspot,0.04,2024,951.133,618.143,518.692,0.000191,0.003885,ok
MinAdapt,16,hotspot,0.04,1337,933.24,611.188,505.447,0.000188,0.003869,ok
MinAdapt,16,hotspot,0.08,42,989.082,665.979,547.872,0.000189,0.003791,ok
MinAdapt,16,hotspot,0.04,17,933.306,661.398,550.376,0.000191,0.003891,ok
MinAdapt,16,hotspot,0.04,314,927.385,636.052,552.658,0.000188,0.003879,ok
MinAdapt,16,hotspot,0.08,1337,976.918,635.351,540.397,0.000189,0.003883,ok
MinAdapt,16,hotspot,0.08,314,968.776,628.592,534.985,0.000191,0.003891,ok
MinAdapt,16,hotspot,0.08,2024,994.041,645.041,532.389,0.000191,0.003881,ok
MinAdapt,16,hotspot,0.08,17,962.381,628.072,543.648,0.000189,0.003895,ok
MinAdapt,16,transpose,0.01,42,257.822,181.197,128.034,0.005303,0.107551,ok
MinAdapt,16,transpose,0.01,1337,243.439,182.054,128.284,0.005439,0.110182,ok
MinAdapt,16,transpose,0.01,2024,257.564,189.55,135.148,0.005402,0.109725,ok
MinAdapt,16,transpose,0.005,42,207.406,182.581,138.338,0.004204,0.084606,ok
MinAdapt,16,transpose,0.005,17,222.213,189.074,143.218,0.004247,0.085483,ok
MinAdapt,16,transpose,0.005,1337,220.84,188.016,142.344,0.004246,0.085398,ok
MinAdapt,16,transpose,0.005,2024,210.046,183.916,140.729,0.00425,0.085535,ok
MinAdapt,16,transpose,0.005,314,228.665,193.367,145.972,0.004246,0.085428,ok
MinAdapt,16,transpose,0.01,314,256.542,182.905,128.472,0.005393,0.109506,ok
MinAdapt,16,transpose,0.01,17,246.866,184.138,130.421,0.00543,0.110246,ok
MinAdapt,16,transpose,0.02,42,389.475,183.199,125.198,0.006561,0.133156,ok
MinAdapt,16,transpose,0.02,1337,373.365,176.088,119.714,0.006543,0.132746,ok
MinAdapt,16,transpose,0.02,314,368.923,182.302,124.444,0.006559,0.133039,ok
MinAdapt,16,transpose,0.02,2024,395.741,179.139,122.204,0.00659,0.133437,ok
MinAdapt,16,transpose,0.02,17,374.34,178.729,122.947,0.006502,0.132049,ok
MinAdapt,16,transpose,0.04,42,498.323,157.253,106.2,0.008002,0.162107,ok
MinAdapt,16,transpose,0.04,1337,491.999,158.545,107.242,0.008006,0.162189,ok
MinAdapt,16,transpose,0.04,2024,502.334,159.746,108.87,0.007982,0.161695,ok
QRouting,4,uniform,0.005,42,38.9553,37.8658,17.0963,0.004891,0.097953,ok
QRouting,4,uniform,0.005,1337,38.9377,38.1246,17.5443,0.004766,0.095891,ok
QRouting,4,uniform,0.005,2024,39.7712,38.8529,17.8634,0.004781,0.095859,ok
QRouting,4,uniform,0.005,314,39.2719,38.2062,17.2196,0.005,0.100703,ok
QRouting,4,uniform,0.005,17,39.671,38.6808,17.7008,0.004797,0.096078,ok
QRouting,4,uniform,0.01,42,43.9872,41.7468,19.0506,0.00975,0.195578,ok
QRouting,4,uniform,0.01,1337,45.7716,43.5775,19.9432,0.009578,0.19175,ok
QRouting,4,uniform,0.01,2024,46.8216,43.9755,20.3586,0.009547,0.191844,ok
QRouting,4,uniform,0.01,314,48.5932,45.0776,20.76,0.010016,0.201063,ok
QRouting,4,uniform,0.01,17,46.1234,43.5633,19.8652,0.009625,0.193172,ok
QRouting,4,uniform,0.02,42,71.7171,58.5713,27.4806,0.019688,0.39575,ok
MinAdapt,16,transpose,0.04,314,500.249,160.024,108.16,0.007902,0.160121,ok
QRouting,4,uniform,0.02,1337,66.0692,56.3271,26.1552,0.019187,0.385484,ok
MinAdapt,16,transpose,0.08,42,686.091,150.477,100.993,0.008713,0.176498,ok
MinAdapt,16,transpose,0.04,17,501.988,160.622,108.994,0.008023,0.162389,ok
QRouting,4,uniform,0.02,2024,68.7053,56.0155,26.1492,0.020078,0.403187,ok
MinAdapt,16,transpose,0.08,1337,684.3,149.064,100.199,0.008719,0.176557,ok
QRouting,4,uniform,0.02,314,66.9808,57.1505,26.9728,0.019406,0.390594,ok
MinAdapt,16,transpose,0.08,2024,682.034,149.407,100.482,0.008705,0.176406,ok
QRouting,4,uniform,0.02,17,70.284,56.6966,26.3114,0.019281,0.387313,ok
QRouting,4,uniform,0.08,42,632.862,83.9594,43.2524,0.03,0.606,ok
QRouting,4,uniform,0.04,42,453.787,80.9418,41.1731,0.030344,0.611828,ok
QRouting,4,uniform,0.04,2024,489.322,82.1769,42.4129,0.030391,0.612125,ok
QRouting,4,uniform,0.04,1337,473.085,81.6751,41.5007,0.03025,0.608078,ok
QRouting,4,uniform,0.04,314,466.737,82.3157,43.0225,0.029797,0.599547,ok
QRouting,4,uniform,0.04,17,500.362,82.8019,42.9922,0.029969,0.604625,ok
QRouting,4,uniform,0.08,1337,626.079,83.1602,42.8663,0.030625,0.623281,ok
QRouting,4,hotspot,0.005,1337,289.402,242.515,186.535,0.003031,0.062,ok
QRouting,4,uniform,0.08,2024,623.169,85.0671,44.1899,0.029812,0.605156,ok
QRouting,4,hotspot,0.005,42,466.305,332.442,261.424,0.003078,0.062187,ok
QRouting,4,hotspot,0.005,2024,378.722,293.948,227.02,0.003031,0.062156,ok
QRouting,4,uniform,0.08,314,595.583,81.0856,41.6074,0.031031,0.629281,ok
QRouting,4,hotspot,0.01,42,549.155,361.742,282.652,0.003031,0.061937,ok
QRouting,4,hotspot,0.005,314,388.082,326.357,263.474,0.003063,0.061969,ok
MinAdapt,16,transpose,0.08,314,673.513,151.426,102.949,0.008713,0.176328,ok
QRouting,4,uniform,0.08,17,654.929,84.9217,45.1071,0.029531,0.599281,ok
QRouting,4,hotspot,0.01,2024,547.258,356.124,292.731,0.003031,0.062156,ok
QRouting,4,hotspot,0.005,17,456.614,325.675,261.309,0.003078,0.062203,ok
QRouting,4,hotspot,0.01,1337,519.072,376.722,303.078,0.003031,0.062,ok
QRouting,4,hotspot,0.01,314,591.959,413.755,326.944,0.003063,0.062,ok
QRouting,4,hotspot,0.01,17,480.796,368.02,286.829,0.003063,0.061906,ok
QRouting,4,hotspot,0.02,1337,741.255,416.827,337.71,0.003063,0.062312,ok
QRouting,4,hotspot,0.02,42,814.184,398.918,318.31,0.003063,0.062,ok
QRouting,4,hotspot,0.02,2024,715.753,408.423,340.408,0.003031,0.062,ok
QRouting,4,hotspot,0.02,17,763.265,454.551,362.908,0.003063,0.061875,ok
QRouting,4,hotspot,0.02,314,764.875,472.656,372.374,0.003,0.062,ok
QRouting,4,hotspot,0.04,2024,907.204,420.112,332.454,0.003063,0.062062,ok
QRouting,4,hotspot,0.04,17,902.582,468.908,374.75,0.003063,0.062,ok
QRouting,4,hotspot,0.08,42,950.454,420.515,332.739,0.003031,0.062125,ok
QRouting,4,hotspot,0.04,42,858.186,436.134,343.951,0.003031,0.062,ok
QRouting,4,hotspot,0.04,1337,895.184,441.153,346.239,0.003063,0.062312,ok
QRouting,4,hotspot,0.04,314,878.278,477.701,396.095,0.003031,0.061781,ok
QRouting,4,hotspot,0.08,314,941.194,394.847,308.858,0.003063,0.06225,ok
QRouting,4,hotspot,0.08,2024,950.531,404.939,313.654,0.003063,0.06225,ok
QRouting,4,transpose,0.005,42,37.1693,36.0479,16.3492,0.004891,0.098078,ok
QRouting,4,hotspot,0.08,17,954.788,452.899,361.814,0.003094,0.062312,ok
QRouting,4,hotspot,0.08,1337,974.545,453.626,365.304,0.003094,0.062312,ok
QRouting,4,transpose,0.005,1337,37.1732,36.5392,16.8519,0.004781,0.096312,ok
QRouting,4,transpose,0.005,17,38.0,37.2026,17.0396,0.004781,0.096016,ok
QRouting,4,transpose,0.005,2024,36.9412,36.1699,16.4383,0.004781,0.095906,ok
QRouting,4,transpose,0.005,314,37.053,35.9844,16.3319,0.005016,0.100672,ok
QRouting,4,transpose,0.01,2024,41.4111,39.0065,17.72,0.009578,0.192328,ok
QRouting,4,transpose,0.01,42,40.9919,38.7681,17.8242,0.009703,0.194953,ok
QRouting,4,transpose,0.01,1337,41.2594,38.9315,17.8306,0.009578,0.191812,ok
QRouting,4,transpose,0.01,314,41.2006,38.8694,17.6326,0.010031,0.201203,ok
QRouting,4,transpose,0.01,17,40.7261,38.3793,17.5682,0.009641,0.193484,ok
